,fruits_veggies,daily_stress,places_visited,core_circle,supporting_others,social_network,achievement,donation,todo_completed,flow,daily_steps,live_vision,sleep_hours,lost_vacation,daily_shouting,sufficient_income,personal_awards,time_for_passion,weekly_meditation,age,gender,work_life_balance_score,healthy_bmi,quest_year,quest_month
9431,5,2,10,8,7,10,10,3,3,9,10,4,6,0,2,0,10,5,10,20 or younger,Male,737.8,1,2018,8
9432,4,5,5,6,3,10,5,2,3,2,9,1,8,4,6,1,2,2,5,20 or younger,Female,654.7,1,2018,8
9433,3,3,10,3,10,10,3,0,8,9,10,5,6,0,3,1,0,1,10,20 or younger,Male,703.8,1,2018,8
9434,2,4,8,9,3,10,9,1,4,3,10,6,6,3,1,1,7,6,4,20 or younger,Male,698.7,1,2018,8
9435,5,3,6,4,1,10,10,0,6,4,7,3,7,2,2,1,10,1,7,20 or younger,Male,693.2,1,2018,8
9436,1,4,3,5,2,10,2,0,2,1,7,1,9,0,3,0,3,4,10,20 or younger,Female,632.4,1,2018,8
9437,2,3,5,2,2,7,0,1,2,1,4,3,9,4,5,1,0,1,6,20 or younger,Female,619.9,1,2018,8
9438,0,1,0,3,4,10,5,2,2,7,3,0,6,0,2,0,3,10,2,20 or younger,Male,639.5,1,2018,8
9439,5,3,7,7,6,10,10,4,7,2,9,10,9,0,3,1,10,3,6,20 or younger,Male,743.3,1,2018,8
9440,5,3,10,6,5,10,10,1,8,5,9,5,8,0,0,1,10,2,10,20 or younger,Male,741.4,1,2018,8
9441,5,0,4,10,4,10,5,1,5,5,9,1,8,0,1,1,1,5,7,20 or younger,Male,709.1,1,2018,8
9442,5,3,10,6,5,10,10,1,6,5,8,4,8,0,0,1,10,2,10,20 or younger,Male,734.4,1,2018,8
9443,2,3,3,7,10,10,3,5,5,5,8,4,8,6,2,1,4,2,3,20 or younger,Female,686.8,1,2018,8
9444,3,4,4,3,10,10,2,2,1,0,7,0,7,4,2,0,6,1,1,20 or younger,Female,628.6,1,2018,8
9445,2,0,1,8,0,10,3,0,3,7,1,8,10,0,2,0,0,7,10,20 or younger,Male,648.4,0,2018,8
9446,4,4,5,4,3,10,1,0,8,5,7,0,6,0,3,0,0,1,2,20 or younger,Male,613.1,0,2018,8
9447,4,3,8,5,4,10,5,5,5,1,10,4,8,0,1,1,10,1,4,20 or younger,Male,711.0,1,2018,8
9448,4,3,9,10,6,10,10,5,7,7,10,10,8,0,2,1,10,6,8,21 to 35,Male,770.5,1,2018,8
9449,3,3,7,10,10,10,2,5,7,3,4,5,7,0,5,1,10,1,7,36 to 50,Female,696.0,0,2018,8
9450,2,4,4,6,6,5,4,1,6,2,4,1,7,0,2,1,7,2,3,21 to 35,Male,653.5,1,2018,8
9451,5,1,6,5,4,2,2,1,7,2,8,10,7,0,5,1,2,2,8,36 to 50,Female,683.2,1,2018,8
9452,4,5,5,5,7,10,5,3,7,5,6,5,6,3,10,1,5,3,7,21 to 35,Female,660.5,0,2018,8
9453,5,2,1,4,3,2,8,2,4,4,4,5,7,4,1,1,4,3,9,51 or more,Male,670.5,1,2018,8
9454,5,3,8,3,2,2,0,0,3,1,1,3,6,10,10,0,2,1,0,51 or more,Female,555.8,0,2018,8
9455,2,1,9,8,2,0,2,5,8,2,4,4,7,0,1,1,10,0,10,51 or more,Male,677.3,0,2018,8
9456,2,3,5,10,3,5,3,2,8,2,2,10,7,0,1,1,10,2,10,51 or more,Male,695.6,1,2018,8
9457,2,1,10,10,6,3,3,5,8,3,5,10,8,0,1,1,4,3,10,51 or more,Female,706.6,0,2018,8
9458,5,3,10,2,4,7,10,5,7,1,8,5,7,0,2,1,10,3,10,51 or more,Male,710.4,0,2018,8
9459,2,3,4,3,1,7,2,3,3,3,8,0,7,5,5,0,7,1,0,36 to 50,Male,598.2,0,2018,8
9460,2,3,3,5,1,3,3,0,0,1,3,0,5,10,5,1,5,0,3,21 to 35,Female,588.3,1,2018,8
9461,1,3,2,3,9,5,2,3,3,3,4,4,7,7,0,1,6,2,9,21 to 35,Female,655.2,1,2018,8
9462,4,2,5,2,2,3,5,5,10,1,10,10,9,0,3,1,5,0,10,51 or more,Female,706.1,1,2018,8
9463,4,2,6,6,3,7,4,5,6,2,5,0,8,10,4,1,8,4,5,36 to 50,Female,672.6,1,2018,8
9464,5,2,3,9,6,1,4,5,10,8,8,2,7,0,1,1,4,4,10,51 or more,Male,718.9,1,2018,8
9465,4,2,10,3,10,10,7,5,8,9,5,3,6,0,2,1,9,2,5,51 or more,Female,731.7,1,2018,8
9466,3,1,7,5,5,4,5,2,9,7,9,5,8,0,1,0,3,7,10,51 or more,Male,702.3,1,2018,8
9467,4,1,7,7,5,5,6,2,8,7,9,5,8,0,0,0,5,8,10,51 or more,Male,717.6,1,2018,8
9468,3,1,2,7,10,5,5,3,2,8,3,5,6,0,0,1,9,6,10,51 or more,Male,695.6,0,2018,8
9469,2,1,2,2,2,3,3,2,7,2,7,5,7,5,5,1,8,2,3,21 to 35,Female,647.3,1,2018,8
9470,5,1,10,3,5,6,2,5,10,3,10,5,9,0,0,1,10,2,10,51 or more,Male,740.1,1,2018,8
9471,2,3,4,4,4,3,6,4,5,1,7,4,8,0,5,0,10,2,9,21 to 35,Female,645.8,0,2018,8
9472,2,0,10,5,2,4,8,1,10,6,3,0,8,0,1,1,10,4,10,51 or more,Male,690.9,0,2018,8
9473,4,0,10,5,4,2,4,2,8,8,10,10,8,0,2,1,10,5,10,51 or more,Female,741.6,1,2018,8
9474,1,1,10,5,5,10,5,3,8,3,10,5,8,0,2,1,5,2,10,20 or younger,Male,717.8,1,2018,8
9475,5,2,7,10,6,6,4,4,8,8,6,6,6,5,1,1,7,7,7,51 or more,Male,709.8,0,2018,8
9476,5,2,5,6,10,7,1,5,7,2,10,6,7,10,10,0,6,5,10,36 to 50,Male,680.2,1,2018,8
9477,4,2,7,2,1,5,2,5,4,1,5,3,7,0,2,1,2,2,7,51 or more,Female,648.6,0,2018,8
9478,3,3,10,1,8,6,7,0,8,5,3,4,6,0,0,1,5,3,2,21 to 35,Male,678.6,1,2018,8
9479,5,3,5,6,2,1,2,5,0,0,4,0,6,8,1,0,8,0,10,51 or more,Male,612.5,0,2018,8
9480,4,2,4,4,5,3,2,5,5,0,10,0,5,0,0,1,3,2,10,51 or more,Female,678.1,1,2018,8
9481,3,1,7,4,10,6,5,5,7,4,2,10,8,5,1,1,3,2,8,51 or more,Female,689.0,0,2018,8
9482,3,1,6,4,2,3,4,2,4,4,7,1,9,0,1,1,3,5,4,51 or more,Female,671.5,1,2018,8
9483,3,5,7,5,2,10,2,3,8,1,7,3,7,0,1,1,10,1,5,36 to 50,Male,664.3,0,2018,8
9484,3,4,6,6,4,4,1,3,3,0,9,5,7,6,7,1,10,1,4,20 or younger,Female,651.1,1,2018,8
9485,2,2,10,6,7,5,2,3,4,3,5,5,6,7,4,1,3,5,5,36 to 50,Male,650.1,0,2018,8
9486,0,2,4,4,1,5,0,0,5,3,2,0,3,5,10,1,6,0,0,21 to 35,Male,569.0,0,2018,8
9487,2,2,3,10,3,9,2,2,5,4,1,6,4,5,2,0,3,1,7,21 to 35,Female,621.7,0,2018,8
9488,5,4,8,5,5,10,4,5,10,3,10,3,6,10,1,1,10,3,10,51 or more,Female,714.0,1,2018,8
9489,5,2,3,4,3,2,6,3,5,6,5,7,7,0,0,1,5,7,9,51 or more,Male,684.3,0,2018,8
9490,4,1,10,4,7,2,2,5,7,4,2,5,7,0,1,1,4,6,7,51 or more,Female,685.4,0,2018,8
9491,2,2,4,3,10,3,2,5,7,3,5,0,5,0,1,1,10,3,10,51 or more,Female,672.0,0,2018,8
9492,5,5,5,6,2,5,5,2,5,3,3,10,8,0,5,1,10,3,4,51 or more,Female,679.0,1,2018,8
9493,4,3,10,7,10,10,7,5,10,5,3,10,9,4,1,1,10,6,8,21 to 35,Male,754.0,1,2018,8
9494,4,1,5,9,6,3,9,5,5,7,2,1,8,0,1,0,8,8,10,21 to 35,Female,692.4,0,2018,8
9495,5,3,10,10,4,10,2,5,8,3,7,0,7,10,10,1,10,1,10,21 to 35,Male,693.2,1,2018,8
9496,5,3,10,5,5,2,0,5,8,2,7,0,9,10,10,1,0,0,10,51 or more,Female,635.8,0,2018,8
9497,4,2,10,5,8,6,6,5,9,3,5,5,8,0,0,1,10,6,3,51 or more,Male,730.4,1,2018,8
9498,1,1,10,10,10,4,1,4,5,1,5,10,7,0,1,1,3,0,10,51 or more,Female,704.7,1,2018,8
9499,2,3,3,5,5,6,2,1,5,1,5,1,8,10,6,0,6,1,4,21 to 35,Male,608.0,1,2018,8
9500,5,2,3,3,1,4,2,1,8,3,5,1,7,0,1,1,5,0,10,21 to 35,Female,663.9,1,2018,8
9501,5,1,10,3,4,10,3,0,3,3,10,10,8,0,5,1,5,4,7,36 to 50,Male,688.9,0,2018,8
9502,4,3,10,10,8,10,8,2,5,1,10,5,7,0,4,1,8,3,8,36 to 50,Female,726.1,1,2018,8
9503,3,3,3,3,10,4,0,2,8,3,5,0,6,10,5,0,2,0,10,51 or more,Male,602.5,0,2018,8
9504,3,1,7,10,6,8,6,3,6,6,8,10,5,5,3,1,8,4,10,21 to 35,Male,727.0,1,2018,8
9505,3,1,6,8,8,8,7,3,7,6,8,10,5,5,3,1,7,6,10,21 to 35,Male,730.4,1,2018,8
9506,3,1,10,10,2,7,4,2,10,5,4,10,9,0,0,1,5,5,10,51 or more,Male,732.1,1,2018,8
9507,5,0,5,10,6,5,5,5,10,6,10,5,8,0,1,1,10,6,10,51 or more,Female,760.3,1,2018,8
9508,3,3,2,3,3,4,4,0,7,3,8,3,7,9,6,1,5,1,4,21 to 35,Male,630.5,1,2018,8
9509,4,1,10,3,7,5,3,1,6,2,9,2,6,1,4,1,5,5,2,21 to 35,Female,679.8,1,2018,8
9510,2,4,7,0,1,6,1,2,4,2,6,4,7,6,7,1,4,1,6,36 to 50,Male,625.0,1,2018,8
9511,5,0,6,5,6,4,5,1,1,10,5,10,10,0,0,0,8,10,10,51 or more,Female,720.6,1,2018,8
9512,2,1,5,3,4,5,0,1,5,1,4,1,8,0,2,0,1,1,4,21 to 35,Female,621.4,1,2018,8
9513,3,3,10,2,3,2,5,0,7,2,8,1,8,0,4,0,8,1,10,21 to 35,Male,637.5,0,2018,8
9514,4,1,10,4,5,3,2,2,10,1,4,2,7,10,1,1,3,5,8,21 to 35,Female,653.5,0,2018,8
9515,5,4,3,1,10,8,3,1,10,6,7,3,6,0,0,1,4,8,3,51 or more,Female,693.0,1,2018,8
9516,3,3,5,4,1,4,4,1,5,3,4,10,7,0,3,1,5,1,8,51 or more,Male,665.4,1,2018,8
9517,4,3,10,7,10,10,4,5,5,5,10,5,7,0,3,1,8,4,6,51 or more,Female,717.6,0,2018,8
9518,4,2,2,10,10,4,10,5,8,5,4,5,7,0,0,1,10,5,5,51 or more,Male,731.7,1,2018,8
9519,5,1,10,7,3,3,7,5,8,8,4,3,9,0,0,1,6,7,10,51 or more,Female,721.9,0,2018,8
9520,5,2,4,3,2,3,5,2,8,3,7,5,7,0,3,1,10,1,10,36 to 50,Male,674.5,0,2018,8
9521,4,2,10,10,5,5,3,4,6,4,4,3,8,0,1,1,10,2,5,51 or more,Female,692.8,0,2018,8
9522,3,2,10,5,5,5,10,5,9,4,10,5,7,0,1,1,5,4,10,36 to 50,Female,734.6,1,2018,8
9523,3,2,10,5,5,5,5,5,9,4,10,5,7,0,1,1,5,4,10,36 to 50,Female,726.1,1,2018,8
9524,4,3,8,8,6,4,8,1,9,6,10,5,7,0,1,1,10,6,6,36 to 50,Female,727.8,1,2018,8
9525,2,5,2,3,3,10,0,3,10,0,3,2,6,10,3,0,2,1,1,21 to 35,Male,597.0,1,2018,8
9526,1,4,2,8,5,10,7,4,4,3,6,2,6,0,4,1,7,2,2,21 to 35,Female,652.0,0,2018,8
9527,4,2,1,3,6,10,10,1,9,10,8,4,7,2,1,1,10,3,3,21 to 35,Female,712.1,1,2018,8
9528,2,2,3,7,7,8,3,5,5,4,5,5,8,5,3,1,2,8,5,51 or more,Female,669.2,0,2018,8
9529,3,3,10,3,4,4,10,3,7,2,7,5,8,0,6,1,10,3,10,21 to 35,Female,688.3,0,2018,8
9530,1,3,1,3,1,1,0,0,0,0,2,1,9,0,10,1,2,0,10,20 or younger,Male,590.6,1,2018,8
9531,1,3,1,1,0,1,1,0,0,0,2,1,9,0,10,1,1,0,10,20 or younger,Male,585.5,1,2018,8
9532,4,2,10,8,5,2,10,5,9,6,10,10,8,0,2,1,10,2,10,51 or more,Female,738.2,0,2018,8
9533,3,4,5,1,2,5,0,4,7,0,7,0,7,10,0,1,0,1,10,51 or more,Female,616.7,0,2018,8
9534,1,5,2,1,0,5,4,2,10,1,5,0,9,0,7,1,2,0,10,36 to 50,Male,611.6,0,2018,8
9535,3,1,4,2,2,5,2,0,4,3,10,3,7,0,1,1,5,2,4,21 to 35,Male,642.8,0,2018,8
9536,4,2,5,7,7,7,2,3,6,3,5,3,7,10,3,1,5,5,10,21 to 35,Female,680.9,1,2018,8
9537,4,1,10,8,10,10,10,5,10,2,10,8,7,0,1,1,9,2,10,51 or more,Male,753.3,0,2018,8
9538,2,3,3,4,0,2,4,1,5,1,8,4,7,2,1,0,2,0,7,20 or younger,Male,622.0,1,2018,8
9539,5,2,8,8,8,10,10,5,10,6,10,10,8,0,2,1,8,6,10,51 or more,Female,779.0,1,2018,8
9540,5,1,10,10,10,10,5,5,6,4,8,10,7,0,1,1,10,6,10,51 or more,Female,773.3,1,2018,8
9541,3,4,8,5,2,10,3,3,7,1,4,3,8,4,2,1,8,1,7,51 or more,Male,674.1,1,2018,8
9542,1,2,4,9,3,8,5,2,8,4,1,3,7,0,1,1,3,0,0,21 to 35,Female,658.0,1,2018,8
9543,3,3,2,5,8,10,6,2,4,4,8,2,7,2,3,1,8,8,2,21 to 35,Male,688.3,1,2018,8
9544,5,2,3,10,5,10,5,2,6,5,9,3,8,0,0,1,3,7,7,21 to 35,Male,702.3,0,2018,8
9545,0,3,5,10,5,10,6,2,4,10,5,5,5,3,1,1,3,5,3,21 to 35,Male,665.2,0,2018,8
9546,3,5,4,3,8,3,1,2,8,0,1,1,7,0,0,0,10,0,7,51 or more,Female,635.9,1,2018,8
9547,4,0,4,10,9,10,10,4,7,6,6,7,9,2,2,1,10,5,7,20 or younger,Male,737.6,0,2018,8
9548,3,2,10,7,4,8,7,0,9,3,6,1,8,0,5,0,5,2,1,21 to 35,Male,662.6,1,2018,8
9549,5,1,2,8,5,3,10,5,10,2,4,0,7,0,1,1,7,2,10,51 or more,Female,694.3,0,2018,8
9550,5,2,5,2,2,10,3,1,7,10,10,1,7,0,5,0,5,10,10,21 to 35,Female,692.1,1,2018,8
9551,5,3,10,6,3,8,2,5,9,2,10,3,7,0,2,1,8,1,10,36 to 50,Female,702.3,0,2018,8
9552,2,3,10,2,6,6,2,4,6,1,10,10,7,0,1,0,7,1,10,51 or more,Male,688.7,1,2018,8
9553,5,3,10,2,10,8,4,1,8,6,5,2,8,3,2,1,5,3,6,20 or younger,Female,679.4,0,2018,8
9554,5,3,10,3,4,9,3,0,8,4,5,2,8,2,2,1,2,3,7,20 or younger,Female,662.4,0,2018,8
9555,2,3,5,1,4,4,0,5,0,0,10,10,5,7,1,0,0,2,3,20 or younger,Male,622.0,1,2018,8
9556,5,3,10,2,4,6,6,5,5,0,10,10,7,0,0,1,10,2,10,51 or more,Male,727.8,1,2018,8
9557,2,2,5,5,4,6,2,1,6,1,4,10,9,0,1,1,4,3,4,21 to 35,Female,672.6,1,2018,8
9558,4,2,4,5,1,10,6,3,5,1,4,1,8,0,1,1,2,1,7,21 to 35,Female,655.4,0,2018,8
9559,5,0,4,3,10,4,2,5,8,10,10,10,7,0,1,1,4,7,10,51 or more,Female,748.2,1,2018,8
9560,5,0,10,10,10,8,0,3,10,10,10,10,6,0,0,1,0,7,10,51 or more,Female,746.3,0,2018,8
9561,3,2,9,3,2,2,5,2,8,9,8,8,9,0,7,1,6,7,4,51 or more,Male,681.9,0,2018,8
9562,1,5,3,0,1,4,3,5,0,0,10,0,6,0,0,1,3,1,3,21 to 35,Male,625.6,1,2018,8
9563,4,3,4,8,10,5,5,5,4,1,8,4,7,0,4,1,8,2,6,51 or more,Female,700.2,1,2018,8
9564,5,3,8,8,10,10,7,5,9,2,4,10,7,8,0,1,10,8,10,51 or more,Female,748.7,1,2018,8
9565,2,3,2,6,6,7,2,5,4,0,1,5,6,0,2,0,6,4,4,36 to 50,Female,628.9,0,2018,8
9566,3,3,10,10,10,10,4,3,5,5,10,1,6,0,1,1,8,6,9,21 to 35,Female,732.7,1,2018,8
9567,0,2,0,2,3,1,2,0,0,0,5,0,7,0,5,0,3,0,10,21 to 35,Male,587.4,1,2018,8
9568,4,2,10,10,10,10,10,5,10,4,9,8,7,2,0,1,10,10,7,51 or more,Male,780.3,1,2018,8
9569,3,2,10,10,10,10,4,3,8,3,10,10,8,0,2,1,10,2,10,36 to 50,Male,753.5,1,2018,8
9570,1,3,4,3,10,4,4,5,3,2,3,2,9,0,1,0,5,5,10,36 to 50,Female,663.9,1,2018,8
9571,2,5,5,9,5,10,4,0,4,1,2,1,7,0,1,1,3,1,5,36 to 50,Male,648.0,1,2018,8
9572,3,4,10,5,8,10,5,5,5,7,8,5,7,10,1,1,10,10,5,51 or more,Male,703.6,0,2018,8
9573,3,4,10,8,5,5,3,1,7,0,6,2,7,0,1,1,3,4,7,21 to 35,Male,676.0,1,2018,8
9574,1,1,5,6,3,4,3,2,5,3,1,3,7,7,0,1,7,1,8,51 or more,Male,635.9,0,2018,8
9575,5,2,10,7,10,10,6,5,8,6,8,10,7,0,0,1,8,6,10,51 or more,Female,754.6,0,2018,8
9576,2,3,3,3,1,3,1,1,1,1,4,2,6,7,0,0,2,1,4,21 to 35,Female,571.7,0,2018,8
9577,2,2,1,8,10,4,1,0,7,4,5,1,7,0,6,1,6,6,7,51 or more,Female,650.3,0,2018,8
9578,2,2,1,4,7,4,1,1,3,1,3,1,7,3,7,0,7,3,10,51 or more,Female,621.0,1,2018,8
9579,2,3,10,10,10,4,4,5,5,1,6,5,7,0,2,1,10,6,7,36 to 50,Female,718.5,1,2018,8
9580,1,5,4,4,8,6,3,2,4,2,7,1,6,10,0,0,5,2,7,21 to 35,Male,623.3,1,2018,8
9581,5,3,5,0,0,0,0,0,3,4,10,10,8,0,1,0,10,4,10,21 to 35,Male,661.7,1,2018,8
9582,3,3,8,5,10,10,7,3,5,5,8,5,7,0,5,1,10,2,4,51 or more,Female,695.1,0,2018,8
9583,4,3,10,10,10,10,5,5,7,3,7,10,7,0,3,1,10,4,7,36 to 50,Male,732.3,0,2018,8
9584,1,4,1,2,9,10,0,4,2,1,7,0,5,7,7,1,8,1,10,36 to 50,Female,621.4,0,2018,8
9585,3,2,10,10,3,7,0,1,5,2,6,2,7,0,1,1,5,1,7,21 to 35,Male,679.4,1,2018,8
9586,3,3,6,10,10,10,7,4,8,5,8,5,8,10,4,1,10,4,6,21 to 35,Female,719.1,1,2018,8
9587,3,1,10,4,10,6,1,3,6,5,10,1,8,0,1,1,5,2,6,36 to 50,Female,705.9,1,2018,8
9588,5,3,6,5,7,10,4,4,7,3,10,3,6,0,1,1,0,5,3,51 or more,Male,700.4,1,2018,8
9589,5,5,2,0,10,10,1,5,8,1,1,0,5,2,5,0,1,3,3,36 to 50,Female,610.0,0,2018,8
9590,4,3,10,10,8,4,2,2,5,4,10,3,8,0,5,1,5,2,4,21 to 35,Female,677.0,0,2018,8
9591,5,1,10,4,10,5,6,5,9,4,4,5,7,0,0,1,6,5,8,51 or more,Female,735.1,1,2018,8
9592,5,4,3,6,4,5,1,5,5,2,5,5,7,0,1,1,4,4,4,51 or more,Female,675.8,1,2018,8
9593,2,4,2,6,10,10,4,2,3,4,2,4,6,2,5,0,4,7,2,36 to 50,Female,625.7,0,2018,8
9594,2,3,10,3,6,7,8,1,9,1,7,10,8,7,2,0,4,3,7,51 or more,Female,656.0,0,2018,8
9595,5,4,5,7,7,10,2,5,5,6,2,7,6,10,5,1,6,1,6,51 or more,Female,659.7,0,2018,8
9596,4,1,5,2,2,10,5,1,7,8,5,10,7,0,2,1,10,4,10,51 or more,Female,701.3,0,2018,8
9597,4,4,10,10,4,5,4,5,8,1,6,2,7,0,3,1,10,6,10,21 to 35,Female,716.8,1,2018,8
9598,4,1,6,7,9,7,8,2,9,4,4,3,8,1,3,1,6,3,9,21 to 35,Female,697.9,0,2018,8
9599,3,5,10,5,10,4,7,1,2,7,5,1,7,10,10,0,10,5,7,36 to 50,Female,628.2,0,2018,8
9600,3,3,3,10,10,8,1,1,4,1,2,2,5,7,5,1,2,0,3,36 to 50,Female,632.3,1,2018,8
9601,3,4,4,6,5,7,3,5,6,2,10,2,7,0,2,0,4,1,5,21 to 35,Female,646.2,0,2018,8
9602,2,3,7,10,10,10,8,5,10,5,8,3,7,0,0,1,4,5,10,20 or younger,Male,742.7,1,2018,8
9603,3,2,5,5,7,10,8,4,8,3,8,5,7,2,2,1,10,4,8,36 to 50,Male,724.0,1,2018,8
9604,0,4,2,3,5,8,2,2,1,3,7,2,7,1,0,1,3,2,1,21 to 35,Male,633.7,1,2018,9
9605,5,3,7,2,7,7,8,3,7,6,8,5,6,7,6,0,6,6,8,21 to 35,Male,683.0,1,2018,9
9606,3,0,9,10,10,10,5,2,7,8,5,10,9,7,1,1,6,4,10,20 or younger,Male,725.5,0,2018,9
9607,1,5,0,0,6,1,3,0,5,2,6,2,7,0,0,0,4,3,5,21 to 35,Female,591.0,0,2018,9
9608,2,2,4,2,2,2,4,2,1,2,5,4,7,0,3,1,4,0,3,21 to 35,Female,633.3,1,2018,9
9609,3,1,10,10,10,10,10,5,7,10,10,10,7,5,0,0,6,9,10,21 to 35,Male,748.2,0,2018,9
9610,3,5,3,8,5,10,3,4,4,5,10,4,7,0,2,0,5,3,10,21 to 35,Female,664.9,0,2018,9
9611,2,2,6,10,5,10,7,5,10,8,5,5,7,5,10,1,9,6,8,21 to 35,Female,701.3,0,2018,9
9612,4,4,5,4,7,7,6,3,6,8,4,7,7,7,6,1,7,5,6,21 to 35,Female,685.8,1,2018,9
9613,2,2,5,4,3,10,3,3,5,4,4,9,8,7,4,0,0,5,8,21 to 35,Female,653.7,1,2018,9
9614,1,2,5,10,3,8,5,2,6,8,4,7,6,4,1,1,7,5,3,21 to 35,Female,672.0,0,2018,9
9615,1,2,6,5,7,10,2,3,2,3,2,1,8,10,5,0,2,2,10,21 to 35,Female,629.5,1,2018,9
9616,3,5,5,5,5,4,7,4,8,5,8,7,6,8,1,0,8,5,8,21 to 35,Female,659.2,0,2018,9
9617,3,3,10,10,10,8,10,5,10,2,10,7,8,6,10,1,9,10,8,21 to 35,Female,745.0,1,2018,9
9618,2,3,1,5,4,5,7,3,1,3,2,0,8,6,9,0,5,3,7,21 to 35,Female,597.2,0,2018,9
9619,1,3,5,5,10,10,10,5,7,8,10,10,8,5,5,1,10,10,10,21 to 35,Male,733.1,0,2018,9
9620,0,2,5,6,0,3,2,1,3,2,10,3,6,2,2,0,3,0,4,21 to 35,Female,600.1,0,2018,9
9621,2,2,0,4,5,10,2,5,2,5,1,4,7,10,4,1,6,2,3,21 to 35,Female,625.7,0,2018,9
9622,3,4,10,6,10,10,10,5,10,3,3,5,6,5,5,1,10,7,3,51 or more,Female,700.7,0,2018,9
9623,2,4,4,8,10,10,8,5,6,5,9,7,6,0,5,1,3,7,4,21 to 35,Female,713.8,1,2018,9
9624,3,5,1,7,10,10,5,5,8,2,6,2,6,2,8,0,10,10,8,21 to 35,Male,684.3,1,2018,9
9625,5,3,4,5,8,3,6,4,8,6,6,5,7,0,3,1,5,3,3,36 to 50,Female,696.4,1,2018,9
9626,2,5,0,9,9,7,7,5,2,3,6,10,7,7,2,1,10,9,1,36 to 50,Female,674.3,0,2018,9
9627,5,3,5,10,10,5,1,5,6,0,10,3,8,5,1,1,6,1,3,36 to 50,Female,694.0,1,2018,9
9628,2,1,5,5,7,8,3,5,6,7,5,5,8,0,3,1,7,10,6,21 to 35,Female,701.5,0,2018,9
9629,4,1,10,3,5,1,4,4,6,5,10,7,6,4,1,0,7,4,10,21 to 35,Male,695.3,1,2018,9
9630,3,2,1,2,6,2,8,3,9,3,7,2,5,4,1,1,8,2,8,36 to 50,Female,675.8,1,2018,9
9631,3,4,2,3,2,7,2,0,7,1,9,3,6,4,1,1,3,1,7,36 to 50,Female,625.4,0,2018,9
9632,5,4,6,4,2,3,2,2,6,2,3,3,6,10,2,1,3,1,4,36 to 50,Male,612.3,0,2018,9
9633,3,1,10,5,10,5,4,5,10,1,6,0,7,10,0,1,2,1,10,51 or more,Male,691.3,1,2018,9
9634,2,3,1,8,8,10,4,1,8,4,6,3,5,0,3,0,4,0,1,36 to 50,Female,646.7,1,2018,9
9635,2,5,7,1,1,4,2,2,5,3,10,2,7,10,3,0,6,0,10,21 to 35,Male,603.7,0,2018,9
9636,2,2,6,4,4,4,4,1,8,2,10,2,6,0,0,1,10,2,8,21 to 35,Male,686.8,1,2018,9
9637,3,5,0,1,2,1,1,1,0,0,3,0,2,10,8,0,5,3,0,51 or more,Female,524.8,0,2018,9
9638,2,4,5,6,3,10,3,5,9,2,7,10,6,0,3,1,10,2,3,36 to 50,Female,681.1,0,2018,9
9639,5,1,10,6,10,10,7,5,10,10,3,10,8,2,1,1,10,2,7,36 to 50,Female,747.0,0,2018,9
9640,3,4,3,6,10,6,1,5,5,1,6,0,7,3,2,1,6,0,7,51 or more,Male,650.5,0,2018,9
9641,2,4,10,6,2,10,4,3,7,4,10,5,7,0,5,1,5,1,3,21 to 35,Male,685.3,1,2018,9
9642,3,3,7,4,2,2,5,3,6,3,10,1,7,8,1,1,9,2,7,51 or more,Female,653.0,0,2018,9
9643,3,4,3,10,10,10,2,5,8,6,1,2,9,0,5,0,10,1,5,36 to 50,Female,665.2,0,2018,9
9644,2,4,2,10,10,10,1,5,6,2,5,5,7,5,10,0,8,2,5,36 to 50,Male,655.4,1,2018,9
9645,4,3,4,7,4,10,1,2,7,0,7,5,7,0,5,1,6,1,5,36 to 50,Female,674.5,1,2018,9
9646,5,3,5,10,10,3,10,4,8,9,1,10,8,0,2,0,0,7,10,51 or more,Female,700.7,0,2018,9
9647,2,5,2,2,4,3,2,0,10,1,1,0,10,10,5,0,4,2,10,21 to 35,Female,597.4,1,2018,9
9648,2,1,2,5,3,2,1,0,7,2,4,7,5,6,1,1,5,7,10,51 or more,Male,656.5,1,2018,9
9649,5,1,10,5,10,8,10,4,10,10,4,10,8,8,1,1,10,9,10,51 or more,Female,752.3,0,2018,9
9650,1,2,2,3,2,1,0,0,2,0,5,0,9,0,9,1,1,1,4,36 to 50,Female,596.3,1,2018,9
9651,2,2,5,4,1,4,2,1,4,1,4,5,7,0,0,1,5,5,1,36 to 50,Male,631.4,0,2018,9
9652,5,3,3,4,10,10,4,5,8,5,5,2,7,2,1,1,2,1,6,21 to 35,Female,679.2,0,2018,9
9653,3,2,10,8,10,10,3,4,7,3,2,5,7,0,1,1,4,5,10,21 to 35,Female,721.1,1,2018,9
9654,2,4,5,6,2,5,0,1,2,4,2,0,6,0,3,1,7,2,10,51 or more,Male,641.0,1,2018,9
9655,5,2,3,5,0,3,0,5,6,1,4,0,8,8,1,0,4,1,10,51 or more,Female,618.0,0,2018,9
9656,2,3,8,10,10,3,4,5,8,3,5,2,7,4,1,0,4,7,7,36 to 50,Female,667.3,0,2018,9
9657,4,3,10,8,7,4,7,3,5,4,5,6,7,4,6,1,10,3,6,36 to 50,Female,682.6,0,2018,9
9658,5,5,0,2,3,10,1,1,0,0,1,0,6,10,1,1,1,0,0,36 to 50,Female,588.1,1,2018,9
