;fruits_veggies;daily_stress;places_visited;core_circle;supporting_others;social_network;achievement;donation;todo_completed;flow;daily_steps;live_vision;sleep_hours;lost_vacation;daily_shouting;personal_awards;time_for_passion;weekly_meditation;age;gender;healthy_bmi;quest_year;sc_social;sc_stress;sc_fulfilment;sc_health
7934;1;2;2;8;4;7;2;4;5;6;3;10;6;0;2;5;1;3;36 to 50;Female;0;2017;56,49;29,31;48,74;26,86
7935;2;3;10;9;2;10;2;2;6;2;3;5;7;3;1;10;0;1;21 to 35;Female;0;2017;70,46;34,52;24,84;41,24
7936;2;3;5;3;3;7;0;0;1;1;8;1;6;5;0;2;1;7;21 to 35;Male;0;2017;36,09;43,8;23,75;53,02
7937;3;2;5;5;8;10;5;4;10;3;5;10;8;7;0;6;2;10;51 or more;Female;1;2017;55,09;34,78;54,63;59,33
7938;2;3;7;5;8;10;4;2;6;5;4;8;8;1;6;6;6;5;36 to 50;Female;0;2017;53,66;49,75;55,53;51,62
7939;4;5;5;8;5;9;4;4;6;7;8;4;5;10;5;7;5;9;51 or more;Female;1;2017;60,17;80,4;53,62;60,83
7940;5;3;4;5;2;4;2;1;5;3;1;3;7;3;4;3;2;4;51 or more;Male;1;2017;36,27;45,55;33,48;56,01
7941;4;4;3;3;3;2;0;2;7;2;8;3;7;1;2;2;1;7;21 to 35;Female;1;2017;32,11;46,45;26,87;70,68
7942;1;2;1;3;3;2;0;2;4;2;7;3;8;3;3;2;1;10;21 to 35;Male;0;2017;22,08;35,25;35,1;59,53
7943;2;4;6;2;10;2;7;4;2;2;1;2;8;0;2;8;1;7;51 or more;Female;1;2017;60,29;34,74;24,79;48,1
7944;3;2;10;6;10;10;4;0;7;4;10;1;7;0;4;7;10;10;21 to 35;Male;1;2017;55,45;43,7;50,04;73,96
7945;3;3;2;10;2;5;2;5;6;6;4;3;6;4;0;10;2;3;36 to 50;Male;0;2017;64,91;36,76;38,17;38,02
7946;1;4;5;4;6;5;4;2;4;1;4;5;6;2;0;10;2;2;21 to 35;Male;1;2017;62,49;39,25;30,06;33,24
7947;3;3;10;3;10;10;10;3;9;3;3;5;6;5;1;10;7;3;36 to 50;Female;1;2017;75,5;45,57;53,02;44,46
7948;3;2;3;1;6;3;8;5;10;3;8;3;7;0;4;10;2;6;51 or more;Male;1;2017;54,23;42,7;39,95;65,5
7949;5;2;10;4;6;10;10;5;8;1;10;0;8;0;2;10;2;10;51 or more;Female;0;2017;71,95;38,58;24,03;87,96
7950;4;4;10;5;10;5;8;5;8;3;6;6;6;10;0;7;4;10;20 or younger;Female;1;2017;67,68;52,18;46,68;63,96
7951;3;2;7;4;5;10;5;4;9;7;7;9;9;0;1;5;5;5;20 or younger;Male;1;2017;48,73;32,09;61,56;62,54
7952;5;4;10;10;9;9;5;2;6;7;9;10;7;0;3;4;4;6;20 or younger;Female;1;2017;65,07;51,57;50,96;69,49
7953;2;2;6;6;1;10;4;4;8;4;10;3;7;9;1;4;3;5;20 or younger;Male;1;2017;48,58;48,7;47,08;57,66
7954;2;2;10;5;7;10;3;3;8;2;10;10;6;10;6;4;3;10;20 or younger;Male;0;2017;52,05;62,25;50,93;67,57
7955;5;3;5;3;5;10;5;4;8;2;5;5;7;10;1;10;3;8;20 or younger;Female;1;2017;57,81;54,66;43,09;65,01
7956;2;3;5;3;6;4;4;3;8;4;9;5;8;10;0;4;6;10;21 to 35;Male;0;2017;32,92;47,52;59,91;66,26
7957;5;0;10;10;10;2;3;5;6;10;5;10;8;0;1;10;10;10;36 to 50;Female;1;2017;58,75;13,22;70,5;67,56
7958;2;3;1;10;1;9;6;2;5;2;7;10;7;7;3;7;2;2;36 to 50;Male;1;2017;52,6;54,33;51,05;41,07
7959;3;1;5;2;10;6;10;2;8;3;3;10;9;0;2;10;4;7;21 to 35;Female;1;2017;51,24;24,5;59,4;57,7
7960;5;0;10;10;10;2;3;5;2;8;2;1;8;0;1;10;8;10;36 to 50;Female;1;2017;65,5;9,48;44,26;62,12
7961;1;1;5;2;5;5;1;0;2;2;4;10;7;0;1;0;2;10;21 to 35;Male;0;2017;24,21;19,19;45,37;48,21
7962;2;5;7;3;5;10;1;0;3;1;7;0;6;0;2;0;4;0;21 to 35;Male;0;2017;50,65;55,11;21,38;44,74
7963;2;3;4;6;2;10;5;1;2;2;3;10;5;1;1;4;6;5;20 or younger;Female;0;2017;49,4;39,04;51,45;32,33
7964;5;1;2;7;3;0;1;4;3;0;1;0;7;10;4;1;0;7;36 to 50;Male;0;2017;36,41;38,75;20,74;56,47
7965;3;2;10;6;6;3;3;5;10;2;5;5;8;0;0;5;7;7;51 or more;Female;0;2017;54,82;17,9;40,72;64,34
7966;5;4;10;5;10;5;4;5;6;5;7;1;8;0;2;3;5;10;36 to 50;Female;1;2017;59,62;42,13;32,56;79,69
7967;4;2;6;6;6;7;2;5;7;6;3;5;8;0;1;5;10;2;21 to 35;Female;1;2017;55,4;27,85;54,78;49,1
7968;4;2;6;6;6;7;2;5;7;6;3;5;8;0;1;5;10;2;21 to 35;Female;1;2017;55,4;27,85;54,78;49,1
7969;4;4;1;5;3;4;6;5;4;5;3;1;7;10;0;10;0;1;51 or more;Female;0;2017;58,5;54,84;35,84;41,15
7970;3;2;8;5;2;3;4;0;7;2;10;1;6;0;0;4;2;9;21 to 35;Male;0;2017;37,72;29,61;30,43;71,84
7971;3;3;8;5;2;6;3;3;2;5;7;3;6;7;5;8;3;4;36 to 50;Male;1;2017;51,25;62,07;38,16;55,51
7972;3;5;2;6;7;2;0;1;3;1;5;0;4;10;5;5;1;5;51 or more;Female;0;2017;50,83;73,91;22,12;43,63
7973;1;1;1;2;2;10;2;3;8;7;2;1;5;0;1;5;4;3;51 or more;Male;0;2017;46,72;27,84;51,0;25,89
7974;5;3;10;10;10;10;5;5;7;6;10;3;7;1;2;10;8;5;21 to 35;Male;1;2017;84,19;46,32;43,43;68,82
7975;3;5;1;4;10;10;3;5;5;0;9;0;9;0;0;10;0;7;51 or more;Male;1;2017;73,21;45,99;11,83;64,12
7976;3;3;2;4;8;5;5;2;3;4;2;0;7;10;1;1;1;2;21 to 35;Male;1;2017;45,3;49,58;38,66;36,29
7977;3;4;7;3;2;6;3;4;4;1;3;2;8;7;7;6;0;2;21 to 35;Female;1;2017;50,09;65,06;21,69;56,67
7978;1;2;5;5;5;3;0;3;7;1;2;5;6;0;1;4;3;2;21 to 35;Male;1;2017;51,48;21,34;30,79;32,21
7979;2;4;4;6;0;3;2;0;2;1;4;0;6;0;5;5;1;5;21 to 35;Male;0;2017;39,5;49,16;19,33;49,42
7980;2;3;2;3;3;2;1;0;8;2;1;1;8;0;10;2;0;4;21 to 35;Female;0;2017;25,21;52,54;29,84;55,31
7981;3;1;4;4;4;7;3;2;4;2;5;1;7;2;2;3;2;3;21 to 35;Male;1;2017;45,22;31,78;29,97;49,06
7982;2;3;5;5;3;5;4;2;2;2;7;0;9;4;8;5;4;1;21 to 35;Male;0;2017;40,78;61,34;32,06;58,62
7983;2;3;5;5;3;5;4;2;2;2;7;0;9;4;8;5;4;1;21 to 35;Male;0;2017;40,78;61,34;32,06;58,62
7984;5;4;10;4;2;7;2;5;5;3;2;10;8;2;2;5;3;3;21 to 35;Male;0;2017;53,9;42,84;35,29;60,55
7985;5;4;1;3;4;4;4;0;3;1;10;5;5;0;6;4;0;3;21 to 35;Male;1;2017;41,25;68,81;25,33;64,48
7986;3;2;5;4;2;6;5;1;7;4;1;3;8;0;1;1;3;10;20 or younger;Male;1;2017;29,49;22,65;46,3;58,53
7987;5;2;4;5;7;5;3;3;7;1;4;5;7;0;1;3;5;3;21 to 35;Female;1;2017;52,07;29,55;34,88;55,23
7988;5;1;5;7;10;3;8;5;10;6;8;10;7;0;0;8;7;8;51 or more;Male;1;2017;60,48;24,16;64,76;66,76
7989;2;3;10;7;10;5;2;1;4;1;5;1;7;0;2;3;3;10;21 to 35;Female;1;2017;56,57;29,69;22,38;59,52
7990;4;4;6;2;8;2;2;5;6;4;4;3;8;3;1;10;4;7;21 to 35;Female;1;2017;54,78;41,53;34,34;63,56
7991;1;1;1;0;0;3;1;1;4;1;6;5;9;7;0;4;0;10;21 to 35;Male;1;2017;10,19;27,59;41,73;59,8
7992;3;2;4;2;2;2;3;4;8;5;10;8;6;0;1;1;5;10;21 to 35;Male;0;2017;27,35;34,41;55,28;68,97
7993;4;4;1;3;6;8;3;4;7;2;3;2;9;0;4;10;1;10;36 to 50;Female;1;2017;53,61;45,88;27,49;68,43
7994;0;1;5;6;3;2;5;0;8;3;1;5;6;0;1;2;8;2;20 or younger;Male;1;2017;34,72;15,8;59,15;26,21
7995;3;4;2;3;6;10;2;3;3;1;10;2;7;5;7;6;2;8;36 to 50;Male;0;2017;50,54;73,88;27,42;67,79
7996;4;2;3;4;7;9;4;4;5;7;8;10;8;3;4;6;1;10;21 to 35;Male;1;2017;46,44;48,51;55,26;68,93
7997;4;4;6;3;3;7;3;2;8;2;8;0;6;10;6;10;1;7;36 to 50;Female;0;2017;50,29;76,71;30,06;71,91
7998;3;5;8;3;5;8;0;0;6;2;6;0;7;4;0;0;1;5;20 or younger;Female;1;2017;42,08;49,89;22,5;59,57
7999;0;5;2;4;10;7;4;3;8;3;6;5;7;5;5;10;7;5;21 to 35;Male;0;2017;59,65;64,67;53,73;41,07
8000;2;4;10;10;10;10;4;3;8;5;10;10;8;0;1;10;8;10;21 to 35;Male;0;2017;71,36;39,76;57,21;66,55
8001;4;5;6;5;1;10;5;4;3;2;4;1;5;0;10;5;0;2;21 to 35;Female;1;2017;66,25;77,84;15,06;53,37
8002;4;4;5;3;3;3;1;4;3;2;9;1;6;2;2;2;1;4;36 to 50;Male;0;2017;46,03;52,06;17,25;63,08
8003;3;1;2;10;6;10;2;3;9;1;5;10;6;0;4;8;4;10;36 to 50;Male;0;2017;62,2;30,29;45,59;52,86
8004;3;1;2;10;6;10;2;3;9;1;5;10;6;0;4;8;4;10;36 to 50;Male;0;2017;62,2;30,29;45,59;52,86
8005;1;2;3;6;5;3;3;5;4;1;3;3;7;7;5;3;3;5;21 to 35;Male;0;2017;48,04;43,28;35,35;39,97
8006;2;5;5;5;10;10;3;2;5;5;2;0;6;3;8;1;4;2;36 to 50;Female;0;2017;60,9;70,97;37,11;37,51
8007;4;5;10;3;3;10;2;5;4;5;5;10;5;10;2;6;3;7;51 or more;Female;0;2017;58,46;69,16;46,19;54,94
8008;3;2;10;9;2;7;5;1;9;1;4;5;8;8;0;3;3;10;36 to 50;Female;0;2017;42,58;29,54;44,1;65,67
8009;2;4;3;2;2;3;0;2;1;0;6;0;7;4;3;2;0;10;36 to 50;Male;1;2017;29,52;49,48;16,74;61,28
8010;4;2;0;4;4;10;6;3;10;10;3;4;6;10;0;5;10;10;21 to 35;Male;1;2017;35,86;48,51;88,45;48,68
8011;2;1;5;7;0;2;5;3;0;3;10;4;8;2;8;1;3;5;20 or younger;Male;1;2017;29,71;48,27;38,71;65,27
8012;3;3;5;10;7;10;3;1;1;8;5;5;7;10;7;3;5;4;20 or younger;Female;1;2017;49,43;70,4;59,42;45,28
8013;5;2;3;10;1;2;10;2;0;2;8;10;7;2;10;0;5;5;20 or younger;Female;1;2017;33,73;62,69;51,8;68,13
8014;4;1;10;10;4;1;10;2;1;4;3;5;9;2;1;10;5;4;20 or younger;Male;1;2017;54,72;19,7;45,28;57,42
8015;2;3;4;2;1;10;4;0;2;4;5;2;8;3;4;5;2;1;21 to 35;Female;1;2017;36,43;53,8;39,31;47,18
8016;4;3;10;10;3;10;6;1;5;5;10;10;7;0;1;10;3;7;21 to 35;Male;0;2017;62,64;41,28;47,34;69,09
8017;1;4;0;2;6;2;2;1;8;2;3;2;6;0;5;2;5;5;36 to 50;Female;0;2017;33,25;48,68;41,96;41,43
8018;5;3;5;4;10;10;1;1;7;3;5;5;8;5;2;10;4;7;21 to 35;Male;1;2017;56,33;48,47;40,92;65,83
8019;4;5;10;10;10;10;6;5;8;2;6;2;8;6;6;10;1;1;21 to 35;Female;1;2017;91,61;68,1;21,6;60,72
8020;1;5;0;4;4;3;1;1;8;1;3;2;5;10;3;5;0;1;36 to 50;Female;0;2017;43,97;65,03;32,56;29,37
8021;5;3;5;4;9;8;8;1;5;6;10;9;8;0;3;7;7;7;36 to 50;Female;0;2017;47,41;52,38;63,38;74,29
8022;2;5;10;5;2;1;0;5;5;2;2;0;6;5;10;1;1;1;21 to 35;Female;1;2017;50,88;70,21;14,92;50,0
8023;4;4;10;1;1;2;0;0;5;1;2;1;8;10;4;3;5;5;21 to 35;Male;1;2017;21,42;58,4;34,04;67,96
8024;3;2;5;2;2;1;6;0;3;4;5;5;8;5;5;1;3;7;21 to 35;Female;1;2017;14,87;47,83;52,02;64,59
8025;3;3;10;10;10;10;5;5;8;5;8;5;8;0;1;10;3;5;21 to 35;Female;1;2017;85,55;34,18;36,31;59,97
8026;3;3;5;4;0;10;1;0;2;1;7;3;8;0;1;6;0;1;21 to 35;Female;0;2017;43,92;40,19;20,0;54,59
8027;3;3;10;7;4;10;1;1;3;2;7;1;6;3;1;2;4;5;21 to 35;Male;0;2017;55,08;42,01;25,88;54,94
8028;1;5;1;5;7;10;2;5;9;2;1;10;6;5;1;10;2;10;20 or younger;Female;1;2017;66,82;46,98;45,74;35,15
8029;5;4;2;4;10;10;4;5;6;5;10;1;5;0;2;10;2;4;36 to 50;Female;1;2017;80,1;59,13;27,57;57,67
8030;1;2;1;6;4;10;4;2;1;1;10;1;5;2;0;3;1;4;36 to 50;Female;0;2017;56,41;39,14;25,75;36,75
8031;1;4;4;2;9;6;1;5;3;1;5;2;8;6;0;2;3;3;21 to 35;Female;0;2017;53,72;42,99;27,29;40,12
8032;5;3;2;10;5;4;5;4;7;3;5;0;8;0;5;8;0;4;36 to 50;Female;0;2017;63,56;44,27;22,2;63,89
8033;5;3;10;6;6;10;6;4;9;5;10;4;7;2;3;10;10;10;36 to 50;Male;1;2017;63,5;51,74;54,72;82,67
8034;3;3;7;10;3;5;4;5;8;3;8;3;7;3;3;3;4;6;21 to 35;Female;1;2017;57,46;42,57;36,2;62,76
8035;3;4;10;2;6;4;4;5;8;1;7;0;9;0;2;10;1;10;21 to 35;Female;1;2017;58,93;37,86;16,63;81,59
8036;4;2;5;6;2;1;2;1;8;3;10;5;9;7;2;10;10;4;21 to 35;Female;0;2017;28,93;45,29;59,1;74,95
8037;1;4;10;3;0;6;4;0;10;2;9;10;9;5;1;6;0;7;21 to 35;Male;0;2017;30,07;45,47;47,2;72,01
8038;5;3;10;4;10;10;10;3;10;2;7;0;7;0;3;3;5;10;36 to 50;Male;0;2017;65,25;44,79;36,28;79,52
8039;2;1;0;2;1;9;2;2;5;1;1;0;7;0;5;1;0;4;21 to 35;Female;1;2017;35,52;33,72;26,17;41,06
8040;3;3;8;3;4;8;5;2;5;5;5;5;6;0;2;3;2;3;21 to 35;Female;0;2017;51,0;42,44;39,87;49,5
8041;5;3;10;8;10;10;7;1;6;3;4;10;7;0;0;8;6;3;36 to 50;Male;1;2017;73,04;34,17;47,96;53,4
8042;1;4;6;8;5;6;4;1;6;3;6;1;7;0;2;6;5;9;21 to 35;Female;1;2017;51,62;38,73;38,38;53,94
8043;3;3;6;6;10;10;8;5;7;6;7;10;6;0;4;10;2;7;36 to 50;Female;0;2017;78,05;49,3;50,91;53,34
8044;3;1;6;10;10;8;10;5;7;3;5;10;6;0;1;10;6;5;51 or more;Female;1;2017;83,57;23,98;53,94;41,68
8045;3;4;7;5;4;8;6;2;4;4;9;1;8;0;2;10;4;5;36 to 50;Female;0;2017;57,43;49,26;34,56;65,85
8046;4;3;10;5;4;10;4;5;6;3;5;1;8;3;3;6;1;4;21 to 35;Female;1;2017;65,9;45,0;22,8;64,2
8047;4;3;5;6;8;6;8;3;7;4;4;10;7;2;4;4;7;5;36 to 50;Female;1;2017;53,07;47,36;61,34;53,82
8048;5;4;6;10;10;10;5;5;7;1;10;10;7;10;0;10;10;6;51 or more;Female;1;2017;77,24;58,86;55,04;63,35
8049;2;1;6;2;4;4;4;1;7;9;9;3;8;0;1;10;2;8;20 or younger;Male;1;2017;34,59;28,62;54,81;66,68
8050;3;5;2;2;3;10;1;0;2;2;3;1;7;0;7;3;1;4;51 or more;Male;0;2017;39,79;66,58;23,38;51,54
8051;2;3;10;3;10;3;3;5;10;4;3;3;6;0;4;5;3;7;51 or more;Female;1;2017;63,24;36,3;34,01;53,76
8052;3;5;4;4;10;3;5;5;8;1;6;7;7;3;0;3;5;3;20 or younger;Male;1;2017;59,88;46,38;39,69;49,65
8053;0;1;5;7;5;7;6;0;8;3;4;3;8;0;3;4;4;4;20 or younger;Male;1;2017;43,99;23,77;49,48;41,24
8054;3;4;0;1;0;8;6;1;4;4;3;5;5;7;4;4;5;0;20 or younger;Female;1;2017;34,93;70,05;55,8;33,64
8055;2;3;10;10;1;5;2;1;0;4;5;7;8;7;4;10;2;2;21 to 35;Female;1;2017;51,46;49,31;37,74;48,95
8056;1;1;5;5;4;10;4;1;2;7;2;1;6;0;2;1;2;2;20 or younger;Male;1;2017;47,57;28,05;43,42;26,57
8057;5;3;10;10;7;6;10;5;8;10;9;2;8;10;8;10;3;10;20 or younger;Female;1;2017;64,43;73,54;58,79;85,01
8058;3;3;8;5;8;7;5;5;6;4;5;2;7;4;4;6;3;10;21 to 35;Female;1;2017;62,1;47,04;36,33;63,17
8059;3;0;6;4;5;7;9;0;9;2;9;3;8;0;2;5;3;2;20 or younger;Male;1;2017;44,26;27,85;45,15;62,86
8060;3;3;0;5;5;10;3;5;9;3;5;6;6;0;7;6;1;1;36 to 50;Female;1;2017;64,29;57,35;35,87;43,74
8061;3;2;8;8;3;5;4;3;2;1;8;3;5;0;0;10;2;2;21 to 35;Female;1;2017;70,97;30,68;18,64;46,71
8062;1;1;2;10;10;10;3;5;8;3;2;5;9;0;2;10;4;10;51 or more;Female;0;2017;70,97;14,71;44,17;43,92
8063;5;0;10;5;10;3;5;2;4;3;2;0;8;0;0;4;10;10;21 to 35;Female;0;2017;46,99;8,93;43,65;66,95
8064;3;2;10;6;10;5;4;1;8;2;4;0;8;3;1;2;2;10;36 to 50;Female;1;2017;50,36;25,22;30,31;66,48
8065;3;4;10;4;10;3;5;0;5;4;4;2;7;0;0;10;6;7;21 to 35;Male;1;2017;56,83;34,81;39,41;57,52
8066;2;2;2;3;4;2;1;2;5;1;3;5;6;0;2;3;5;10;21 to 35;Male;1;2017;31,67;26,85;40,09;49,51
8067;4;3;0;5;2;2;1;0;2;1;6;2;6;4;6;4;2;8;36 to 50;Male;0;2017;27,66;57,78;29,49;62,12
8068;5;4;5;6;2;4;10;5;2;1;5;1;6;0;0;10;2;10;51 or more;Male;1;2017;65,73;39,22;21,43;64,75
8069;2;2;10;5;10;10;7;5;0;8;10;2;8;0;7;7;2;1;36 to 50;Male;1;2017;73,94;55,29;36,6;55,42
8070;5;1;10;6;6;10;10;5;8;2;2;10;6;0;1;10;4;10;36 to 50;Male;1;2017;75,39;22,79;46,28;60,53
8071;2;0;4;3;1;8;4;4;8;1;6;3;7;0;1;9;8;4;20 or younger;Male;1;2017;49,16;20,9;45,34;49,85
8072;1;4;1;10;5;10;2;0;6;0;10;0;6;2;1;1;0;2;21 to 35;Male;0;2017;57,72;47,86;20,44;40,99
8073;5;3;5;10;10;5;10;5;10;5;10;8;6;0;1;8;6;10;51 or more;Female;0;2017;73,16;40,29;56,13;70,65
8074;3;1;10;6;10;6;1;3;8;0;6;0;7;2;0;6;6;2;51 or more;Female;1;2017;68,02;21,15;24,06;52,79
8075;5;5;10;10;10;5;10;5;7;1;1;1;9;5;1;7;2;10;36 to 50;Female;1;2017;77,75;40,42;24,93;69,54
8076;5;4;7;10;10;6;6;0;6;2;10;5;7;5;1;10;2;7;21 to 35;Female;1;2017;67,09;52,83;34,38;71,8
8077;3;1;1;7;9;4;7;2;8;3;10;3;5;0;3;4;3;6;21 to 35;Female;0;2017;55,31;37,38;43,21;53,91
8078;1;2;0;4;4;2;2;2;5;4;1;2;8;0;2;3;2;7;20 or younger;Female;1;2017;30,28;22,82;40,91;40,96
8079;1;3;2;3;10;10;5;4;5;0;2;2;7;0;10;10;0;1;51 or more;Female;0;2017;75,29;59,55;20,48;35,68
8080;5;5;4;6;9;10;7;3;8;5;10;10;6;10;6;7;9;7;51 or more;Female;0;2017;57,66;88,64;71,22;68,24
8081;5;5;4;6;9;10;7;3;8;5;10;10;6;10;6;7;9;7;51 or more;Female;0;2017;57,66;88,64;71,22;68,24
8082;1;5;2;8;4;10;4;0;3;2;10;1;6;2;1;1;0;2;21 to 35;Male;0;2017;53,96;56,43;25,95;40,87
8083;1;4;5;5;10;2;2;1;0;1;2;0;7;0;1;1;2;2;21 to 35;Male;1;2017;52,1;32,32;17,94;31,57
8084;1;4;5;5;10;2;2;1;0;1;2;0;7;0;1;1;2;2;21 to 35;Male;1;2017;52,1;32,32;17,94;31,57
8085;5;4;3;10;6;10;5;5;3;5;6;3;4;3;5;5;1;7;21 to 35;Female;0;2017;76,58;64,27;30,02;50,75
8086;1;4;10;6;7;3;8;2;8;4;2;3;8;1;2;5;8;5;21 to 35;Female;1;2017;52,08;34,61;52,95;47,86
8087;1;3;10;5;10;4;4;2;8;1;10;0;9;0;3;1;7;4;20 or younger;Female;1;2017;49,29;37,02;34,45;66,46
8088;2;4;2;1;3;4;1;1;7;1;1;0;7;0;2;2;1;5;36 to 50;Female;1;2017;33,35;37,72;24,75;46,14
8089;3;1;0;4;1;2;9;0;4;0;1;3;6;0;0;3;1;10;20 or younger;Male;1;2017;29,1;17,15;37,95;47,3
8090;1;3;5;4;3;8;3;5;7;6;2;1;8;0;5;5;7;6;36 to 50;Female;1;2017;48,02;40,77;49,33;46,88
8091;5;1;1;2;6;7;6;5;8;3;9;1;5;0;1;7;4;10;51 or more;Male;0;2017;56,03;35,79;38,02;67,38
8092;2;3;0;5;3;8;0;0;2;2;5;0;7;0;10;5;2;10;36 to 50;Male;0;2017;34,03;60,94;28,24;59,84
8093;0;1;3;9;10;2;2;5;4;4;2;2;8;0;0;3;2;10;21 to 35;Male;1;2017;55,66;4,74;34,91;36,79
8094;2;1;5;5;3;4;3;5;7;4;4;2;8;0;0;3;3;7;21 to 35;Male;1;2017;44,12;14,09;38,04;52,9
8095;3;5;2;10;4;10;2;5;10;2;10;0;7;0;10;10;1;10;36 to 50;Female;1;2017;70,48;73,8;21,01;76,68
8096;3;1;1;5;2;4;0;5;10;0;2;10;8;0;2;3;0;10;51 or more;Male;1;2017;36,94;15,55;35,74;58,57
8097;3;3;4;4;1;2;3;0;4;0;5;2;8;0;2;1;1;3;21 to 35;Female;1;2017;28,32;34,98;23,76;57,99
8098;3;5;3;9;6;7;4;4;7;3;9;2;5;5;3;4;4;2;51 or more;Male;0;2017;67,94;65,85;34,75;46,84
8099;1;4;1;4;2;3;2;3;6;0;3;3;9;0;3;6;0;3;36 to 50;Female;1;2017;41,33;37,22;23,31;46,96
8100;2;5;1;3;5;3;1;1;6;2;4;2;7;1;10;10;0;7;51 or more;Female;0;2017;42,72;70,65;26,17;59,16
8101;5;0;2;5;10;5;10;5;8;8;1;10;8;0;0;9;6;10;21 to 35;Male;1;2017;54,91;13,63;74,07;54,74
8102;2;1;2;5;10;10;5;1;10;2;10;5;6;0;0;10;3;7;21 to 35;Male;1;2017;63,46;29,34;44,77;52,59
8103;2;5;1;5;3;2;1;4;4;0;3;5;7;4;0;3;0;1;51 or more;Female;1;2017;47,92;43,15;21,96;35,79
8104;2;3;4;4;3;3;4;2;7;4;6;2;9;5;3;6;4;6;21 to 35;Female;1;2017;32,33;44,99;47,37;62,18
8105;2;3;4;10;2;10;4;1;1;2;7;2;7;0;1;2;1;6;21 to 35;Female;0;2017;52,61;35,65;26,25;48,21
8106;5;2;4;2;0;10;6;2;6;1;10;1;8;0;4;5;4;9;21 to 35;Female;0;2017;36,2;48,65;34,31;85,63
8107;5;3;10;9;4;7;8;5;9;4;9;3;8;0;2;10;6;8;36 to 50;Male;1;2017;69,04;39,71;40,74;81,48
8108;5;3;10;9;4;7;8;5;9;4;9;3;8;0;2;10;6;8;36 to 50;Male;1;2017;69,04;39,71;40,74;81,48
8109;2;3;3;4;10;7;3;2;7;2;2;10;7;10;7;8;3;4;36 to 50;Male;0;2017;52,5;64,23;53,54;40,95
8110;2;0;5;3;4;3;2;0;4;1;2;0;7;0;1;5;2;10;36 to 50;Male;0;2018;32,48;10,99;28,88;53,02
8111;1;3;3;4;6;4;5;3;0;1;1;1;8;0;1;10;1;10;51 or more;Male;0;2018;53,91;25,13;23,27;43,88
8112;1;5;8;4;7;10;6;5;9;1;5;5;6;0;1;8;1;7;21 to 35;Female;0;2018;77,57;43,69;27,57;47,48
8113;2;3;10;10;10;10;5;3;8;3;4;2;6;8;1;9;2;10;21 to 35;Female;0;2018;79,94;40,98;35,74;49,76
8114;1;2;6;5;4;5;4;3;5;4;6;5;3;3;6;3;3;4;51 or more;Female;1;2018;53,83;52,49;42,75;35,29
8115;4;4;9;9;9;8;8;4;8;9;9;9;9;9;9;9;9;1;36 to 50;Male;1;2018;62,74;82,87;76,47;67,81
8116;3;5;5;3;10;2;0;5;5;3;10;1;5;0;6;0;2;2;36 to 50;Female;0;2018;58,9;66,39;17,74;56,57
8117;5;2;10;6;10;10;6;2;10;5;9;3;6;0;5;7;6;5;36 to 50;Male;0;2018;69,25;50,56;45,24;71,55
8118;5;3;1;2;10;5;2;3;10;2;10;2;7;8;4;4;6;8;36 to 50;Female;1;2018;41,24;63,96;45,68;76,22
8119;2;3;2;3;4;4;1;3;1;0;2;1;7;4;4;1;0;2;21 to 35;Female;1;2018;41,91;45,15;17,55;38,27
8120;2;1;2;2;2;3;1;0;8;2;2;5;8;0;1;1;1;7;21 to 35;Male;1;2018;18,31;16,71;41,43;52,02
8121;3;0;1;4;7;1;3;5;1;2;1;0;7;0;0;10;3;7;51 or more;Female;0;2018;55,45;9,16;25,46;40,99
8122;5;2;6;5;10;10;3;5;8;6;10;2;6;0;5;8;4;10;51 or more;Female;1;2018;69,3;50,87;38,36;76,1
8123;3;3;4;6;10;10;7;4;9;7;5;6;6;10;2;10;8;5;51 or more;Male;0;2018;68,01;58,73;71,26;42,56
8124;5;1;10;6;3;3;5;1;8;8;2;5;6;0;1;1;8;10;21 to 35;Male;1;2018;32,08;21,02;64,17;64,75
8125;4;1;7;10;9;10;1;5;8;6;3;5;8;0;1;8;8;10;36 to 50;Male;1;2018;68,44;17,53;50,95;58,46
8126;5;2;10;8;1;3;3;0;1;5;6;0;8;0;0;5;5;5;21 to 35;Male;1;2018;38,84;26,29;32,67;69,08
8127;2;3;10;4;3;5;4;1;3;2;3;2;8;10;5;8;1;3;21 to 35;Female;1;2018;45,22;56,62;32,12;53,09
8128;3;2;2;5;1;3;3;2;2;1;3;1;4;5;2;2;3;2;36 to 50;Male;1;2018;42,68;42,11;29,33;32,92
8129;5;2;10;5;1;4;6;0;3;5;6;1;8;0;1;5;5;4;21 to 35;Male;1;2018;36,74;32,54;39,7;70,54
8130;3;2;5;0;0;3;3;0;2;0;1;0;7;0;1;2;0;4;21 to 35;Female;1;2018;26,93;26,21;18,57;49,5
8131;4;3;8;5;7;3;8;4;5;5;4;4;6;10;4;8;5;10;51 or more;Male;0;2018;53,97;57,91;52,97;61,71
8132;5;5;2;5;10;5;1;5;5;0;6;0;8;2;1;10;6;5;21 to 35;Female;1;2018;68,47;49,42;19,47;62,96
8133;1;4;10;1;0;1;3;0;2;1;5;5;7;1;0;0;2;2;21 to 35;Male;1;2018;26,25;35,4;29,42;48,39
8134;4;0;10;10;10;10;6;0;8;10;5;1;7;0;0;0;10;5;36 to 50;Male;0;2018;53,63;17,98;68,87;52,67
